gene_name,accession_id,gene_name_bait,accession_id_bait,P01106_model_1_multimer_score(iptm+ptm),P01106_model_1_multimer_score(iptm),P01106_model_1_multimer_score(ptm)
NDUFA7,O95182,MYC,P01106,0.13399999952316285,0.10999999940395355,0.23
CTDNEP1,O95476,MYC,P01106,0.30200000095367435,0.2800000011920929,0.39
ARPC4,P59998,MYC,P01106,0.3320000104904175,0.33000001311302185,0.34
TBL2,Q9Y4P3,MYC,P01106,0.3039999923706055,0.25999999046325684,0.48
LPL,P06858,MYC,P01106,0.2260000047683716,0.15000000596046448,0.53
PDIA3,P30101,MYC,P01106,0.20199999618530273,0.12999999523162842,0.49
MVP,Q14764,MYC,P01106,0.17599999618530274,0.12999999523162842,0.36
GLRX,P35754,MYC,P01106,0.1880000014305115,0.17000000178813934,0.26
TGM2,P21980,MYC,P01106,0.3059999990463257,0.2199999988079071,0.65
PRDX5,P30044,MYC,P01106,0.15199999952316284,0.10999999940395355,0.32
MRPL58,Q14197,MYC,P01106,0.1479999978542328,0.11999999731779099,0.26
GRSF1,Q12849,MYC,P01106,0.15199999618530274,0.12999999523162842,0.24
LMAN2,Q12907,MYC,P01106,0.1980000047683716,0.15000000596046448,0.39
JAK1,P23458,MYC,P01106,0.4439999885559082,0.38999998569488525,0.66
DHRS7B,Q6IAN0,MYC,P01106,0.1680000011920929,0.10000000149011612,0.44
PFN1,P07737,MYC,P01106,0.1559999978542328,0.11999999731779099,0.3
HLA-A,P04439,MYC,P01106,0.28,0.25,0.4
AIMP1,Q12904,MYC,P01106,0.23599999904632568,0.2199999988079071,0.3
S100A11,P31949,MYC,P01106,0.17000000476837157,0.15000000596046448,0.25
PRPF19,Q9UMS4,MYC,P01106,0.1960000004768372,0.14000000059604645,0.42
GFPT1,Q06210,MYC,P01106,0.24799999713897705,0.1599999964237213,0.6
DDX1,Q92499,MYC,P01106,0.27999999904632566,0.2199999988079071,0.52
SLC25A22,Q9H936,MYC,P01106,0.22600000572204593,0.18000000715255737,0.41
RNH1,O60930,MYC,P01106,0.16599999618530276,0.12999999523162842,0.31
PPA2,Q9H2U2,MYC,P01106,0.24199999809265138,0.1899999976158142,0.45
SND1,Q7KZF4,MYC,P01106,0.24600000572204592,0.18000000715255737,0.51
ACTN1,P12814,MYC,P01106,0.19999999618530273,0.12999999523162842,0.48
RO60,P10155,MYC,P01106,0.2640000023841858,0.20000000298023224,0.52
YWHAZ,P63104,MYC,P01106,0.2759999957084656,0.23999999463558197,0.42
YWHAE,P62258,MYC,P01106,0.30000000858306886,0.27000001072883606,0.42
BSG,P35613,MYC,P01106,0.1699999978542328,0.11999999731779099,0.37
RAB22A,Q9UL26,MYC,P01106,0.22199999809265136,0.1899999976158142,0.35
ANXA1,P04083,MYC,P01106,0.23200000143051147,0.17000000178813934,0.48
CPT1A,P50416,MYC,P01106,0.3440000085830689,0.27000001072883606,0.64
ANXA5,P08758,MYC,P01106,0.2040000004768372,0.14000000059604645,0.46
HADH,P40939,MYC,P01106,0.2720000057220459,0.18000000715255737,0.64
ANXA6,P08133,MYC,P01106,0.23200000047683716,0.14000000059604645,0.6
PGAM5,Q96HS1,MYC,P01106,0.3260000019073487,0.3100000023841858,0.39
CAMK2D,Q13557,MYC,P01106,0.2420000057220459,0.18000000715255737,0.49
ECHS1,P30084,MYC,P01106,0.1620000011920929,0.10000000149011612,0.41
IDH3B,O43837,MYC,P01106,0.19799999618530273,0.12999999523162842,0.47
EIF2B4,Q9UI10,MYC,P01106,0.18399999785423282,0.11999999731779099,0.44
GANAB,Q14697,MYC,P01106,0.27400000143051145,0.17000000178813934,0.69
COLGALT1,Q8NBJ5,MYC,P01106,0.27400000238418576,0.20000000298023224,0.57
DPYSL2,Q16555,MYC,P01106,0.2039999978542328,0.11999999731779099,0.54
PHGDH,O43175,MYC,P01106,0.19399999952316285,0.10999999940395355,0.53
APMAP,Q9HDC9,MYC,P01106,0.18399999952316284,0.10999999940395355,0.48
SCCPDH,Q8NBX0,MYC,P01106,0.30800000000000005,0.25,0.54
AKR1C3,P42330,MYC,P01106,0.19799999618530273,0.12999999523162842,0.47
ASS1,P00966,MYC,P01106,0.18200000119209292,0.10000000149011612,0.51
MDH1,P40925,MYC,P01106,0.23400000143051147,0.17000000178813934,0.49
PGK1,P00558,MYC,P01106,0.2200000047683716,0.15000000596046448,0.5
