gene_name,accession_id,gene_name_bait,accession_id_bait,P10242_model_1_multimer_score(iptm+ptm),P10242_model_1_multimer_score(iptm),P10242_model_1_multimer_score(ptm)
QSOX1,O00391,MYB,P10242,0.2020000004768372,0.14000000059604645,0.45
PSMA3,P25788,MYB,P10242,0.1619999978542328,0.11999999731779099,0.33
EIF6,P56537,MYB,P10242,0.23599999475479128,0.20999999344348907,0.34
S100A9,P06702,MYB,P10242,0.23799999904632568,0.2199999988079071,0.31
DYNLL1,P63167,MYB,P10242,0.264,0.25,0.32
PSMB6,P28072,MYB,P10242,0.16399999618530275,0.12999999523162842,0.3
PLBD1,Q6P4A8,MYB,P10242,0.1939999978542328,0.11999999731779099,0.49
ERAP1,Q9NZ08,MYB,P10242,0.2580000014305115,0.17000000178813934,0.61
NPEPPS,P55786,MYB,P10242,0.24999999713897705,0.1599999964237213,0.61
IDE,P14735,MYB,P10242,0.40200000286102294,0.3400000035762787,0.65
ME1,P48163,MYB,P10242,0.1979999978542328,0.11999999731779099,0.51
TGM3,Q08188,MYB,P10242,0.21799999618530275,0.12999999523162842,0.57
HAL,P42357,MYB,P10242,0.1979999978542328,0.11999999731779099,0.51
ALOX12B,O75342,MYB,P10242,0.23999999713897707,0.1599999964237213,0.56
APMAP,Q9HDC9,MYB,P10242,0.18799999618530275,0.12999999523162842,0.42
RO60,P10155,MYB,P10242,0.23200000572204593,0.18000000715255737,0.44
EIF4A1,P60842,MYB,P10242,0.2420000023841858,0.20000000298023224,0.41
MDH1,P40925,MYB,P10242,0.1940000004768372,0.14000000059604645,0.41
PRDX2,P32119,MYB,P10242,0.14000000119209288,0.10000000149011612,0.3
PRDX1,Q06830,MYB,P10242,0.14000000119209288,0.10000000149011612,0.3
SERPINB8,P50452,MYB,P10242,0.2440000023841858,0.20000000298023224,0.42
SERPINB3,P29508,MYB,P10242,0.17799999785423282,0.11999999731779099,0.41
SERPINB12,Q96P63,MYB,P10242,0.18799999618530275,0.12999999523162842,0.42
ATP6V0D1,P61421,MYB,P10242,0.22600000572204593,0.18000000715255737,0.41
CASP14,P31944,MYB,P10242,0.21599999809265139,0.1899999976158142,0.32
BLMH,Q13867,MYB,P10242,0.1899999978542328,0.11999999731779099,0.47
ARG1,P05089,MYB,P10242,0.17599999785423281,0.11999999731779099,0.4
TPI1,P60174,MYB,P10242,0.1659999978542328,0.11999999731779099,0.35
CAT,P04040,MYB,P10242,0.1939999978542328,0.11999999731779099,0.49
NEU2,Q9Y3R4,MYB,P10242,0.18199999785423282,0.11999999731779099,0.43
CAPN1,P07384,MYB,P10242,0.2700000023841858,0.20000000298023224,0.55
G6PD,P11413,MYB,P10242,0.3240000009536743,0.2800000011920929,0.5
