gene_name,accession_id,gene_name_bait,accession_id_bait,P01100_model_1_multimer_score(iptm+ptm),P01100_model_1_multimer_score(iptm),P01100_model_1_multimer_score(ptm)
MVP,Q14764,FOS,P01100,0.17799999618530274,0.12999999523162842,0.37
HSP90B1,P14625,FOS,P01100,0.24199999713897705,0.1599999964237213,0.57
NDUFAF2,Q8N183,FOS,P01100,0.1300000011920929,0.10000000149011612,0.25
GPAT3,Q53EU6,FOS,P01100,0.4099999961853028,0.3799999952316284,0.53
APOE,P02649,FOS,P01100,0.13800000119209288,0.10000000149011612,0.29
PTGIS,Q16647,FOS,P01100,0.2959999990463257,0.2199999988079071,0.6
AGPAT1,Q99943,FOS,P01100,0.2060000047683716,0.15000000596046448,0.43
AGPAT2,O15120,FOS,P01100,0.36000000286102296,0.3400000035762787,0.44
LOX,P28300,FOS,P01100,0.1880000047683716,0.15000000596046448,0.34
AP1B1,Q10567,FOS,P01100,0.19999999618530273,0.12999999523162842,0.48
PPP2R2A,P63151,FOS,P01100,0.2300000047683716,0.15000000596046448,0.55
SRP72,O76094,FOS,P01100,0.39600000381469724,0.3700000047683716,0.5
PDIA3,P30101,FOS,P01100,0.18999999952316285,0.10999999940395355,0.51
DDX41,Q9UJV9,FOS,P01100,0.24800000572204592,0.18000000715255737,0.52
SSB,P05455,FOS,P01100,0.30400000095367435,0.2800000011920929,0.4
RPN2,P04844,FOS,P01100,0.2200000047683716,0.15000000596046448,0.5
ECHDC1,Q9NTX5,FOS,P01100,0.18799999785423283,0.11999999731779099,0.46
TOR1AIP1,Q5JTV8,FOS,P01100,0.19599999713897706,0.1599999964237213,0.34
S100A7,P31151,FOS,P01100,0.1320000011920929,0.10000000149011612,0.26
CDC42,P60953,FOS,P01100,0.22000000572204592,0.18000000715255737,0.38
POMGNT1,Q8WZA1,FOS,P01100,0.22600000047683716,0.14000000059604645,0.57
PDCD6IP,Q8WUM4,FOS,P01100,0.21199999618530274,0.12999999523162842,0.54
RAB10,P61026,FOS,P01100,0.22599999809265137,0.1899999976158142,0.37
RHOA,P61586,FOS,P01100,0.2699999957084656,0.23999999463558197,0.39
RAB31,Q13636,FOS,P01100,0.1940000047683716,0.15000000596046448,0.37
CTDNEP1,O95476,FOS,P01100,0.1739999978542328,0.11999999731779099,0.39
ILVBL,A1L0T0,FOS,P01100,0.22799999618530276,0.12999999523162842,0.62
SLC25A20,O43772,FOS,P01100,0.2380000057220459,0.18000000715255737,0.47
CAPZA1,P52907,FOS,P01100,0.215999997138977,0.1599999964237213,0.44
ETF1,P62495,FOS,P01100,0.16000000286102295,0.09000000357627869,0.44
DDX39B,Q13838,FOS,P01100,0.2719999947547913,0.20999999344348907,0.52
ERCC3,P19447,FOS,P01100,0.21999999618530275,0.12999999523162842,0.58
UGGT1,Q9NYU2,FOS,P01100,0.27600000143051145,0.17000000178813934,0.7
TUSC3,Q13454,FOS,P01100,0.1480000011920929,0.10000000149011612,0.34
COL6A2,P12110,FOS,P01100,0.16800000047683716,0.14000000059604645,0.28
TM9SF2,Q99805,FOS,P01100,0.24000000476837158,0.15000000596046448,0.6
MFSD10,Q14728,FOS,P01100,0.21399999618530274,0.12999999523162842,0.55
MTARC1,Q5VT66,FOS,P01100,0.18599999785423282,0.11999999731779099,0.45
AKR1C3,P42330,FOS,P01100,0.2200000047683716,0.15000000596046448,0.5
FADS2,O95864,FOS,P01100,0.2799999947547913,0.20999999344348907,0.56
ALDH1B1,P30837,FOS,P01100,0.20599999952316284,0.10999999940395355,0.59
BDH1,Q02338,FOS,P01100,0.2100000047683716,0.15000000596046448,0.45
ALDH1L2,Q3SY69,FOS,P01100,0.22599999713897706,0.1599999964237213,0.49
NFS1,Q9Y697,FOS,P01100,0.21600000047683718,0.14000000059604645,0.52
SDHA,P31040,FOS,P01100,0.35400000095367434,0.2800000011920929,0.65
ACO2,Q99798,FOS,P01100,0.24600000047683718,0.14000000059604645,0.67
ANXA6,P08133,FOS,P01100,0.22999999618530276,0.12999999523162842,0.63
SOAT1,P35610,FOS,P01100,0.20599999618530274,0.12999999523162842,0.51
