gene_name,accession_id,gene_name_bait,accession_id_bait,P42574_model_1_multimer_score(iptm+ptm),P42574_model_1_multimer_score(iptm),P42574_model_1_multimer_score(ptm)
SLC25A20,O43772,CASP3,P42574,0.21600000476837158,0.15000000596046448,0.48
ETF1,P62495,CASP3,P42574,0.16400000286102295,0.09000000357627869,0.46
DDX39B,Q13838,CASP3,P42574,0.18600000119209292,0.10000000149011612,0.53
EIF4A1,P60842,CASP3,P42574,0.1580000011920929,0.10000000149011612,0.39
TMEM214,Q6NUQ4,CASP3,P42574,0.2500000023841858,0.20000000298023224,0.45
CAMK2D,Q13557,CASP3,P42574,0.18799999785423283,0.11999999731779099,0.46
SRP72,O76094,CASP3,P42574,0.18999999952316285,0.10999999940395355,0.51
MYO3B,Q8WXR4,CASP3,P42574,0.24800000572204592,0.18000000715255737,0.52
POMGNT1,Q8WZA1,CASP3,P42574,0.3400000085830689,0.27000001072883606,0.62
DCTN4,Q9UJW0,CASP3,P42574,0.18000000119209292,0.10000000149011612,0.5
HBB,P68871,CASP3,P42574,0.19799999952316286,0.10999999940395355,0.55
ARPC1B,O15143,CASP3,P42574,0.21799999618530275,0.12999999523162842,0.57
HMOX1,P09601,CASP3,P42574,0.19399999618530275,0.12999999523162842,0.45
ILVBL,A1L0T0,CASP3,P42574,0.22199999952316285,0.10999999940395355,0.67
ECHDC1,Q9NTX5,CASP3,P42574,0.17400000286102296,0.09000000357627869,0.51
COL1A2,P08123,CASP3,P42574,0.22999999904632568,0.2199999988079071,0.27
MTARC1,Q5VT66,CASP3,P42574,0.2260000047683716,0.15000000596046448,0.53
RDH13,Q8NBN7,CASP3,P42574,0.1959999978542328,0.11999999731779099,0.5
ERCC3,P19447,CASP3,P42574,0.2199999978542328,0.11999999731779099,0.62
MYO1E,Q12965,CASP3,P42574,0.23999999713897707,0.1599999964237213,0.56
COPG1,Q9Y678,CASP3,P42574,0.19999999618530273,0.12999999523162842,0.48
DECR1,Q16698,CASP3,P42574,0.17400000286102296,0.09000000357627869,0.51
COX5A,P20674,CASP3,P42574,0.20799999785423282,0.11999999731779099,0.56
ALDH1B1,P30837,CASP3,P42574,0.2080000011920929,0.10000000149011612,0.64
NDUFV1,P49821,CASP3,P42574,0.23600000047683717,0.14000000059604645,0.62
BDH1,Q02338,CASP3,P42574,0.17200000286102296,0.09000000357627869,0.5
ALDH1L2,Q3SY69,CASP3,P42574,0.20999999618530274,0.12999999523162842,0.53
NFS1,Q9Y697,CASP3,P42574,0.19400000119209287,0.10000000149011612,0.57
UGGT1,Q9NYU2,CASP3,P42574,0.26999999713897704,0.1599999964237213,0.71
TUSC3,Q13454,CASP3,P42574,0.16999999952316286,0.10999999940395355,0.41
COL6A2,P12110,CASP3,P42574,0.15999999618530275,0.12999999523162842,0.28
TM9SF2,Q99805,CASP3,P42574,0.48000000572204593,0.4300000071525574,0.68
