gene_name,accession_id,gene_name_bait,accession_id_bait,P18847_model_1_multimer_score(iptm+ptm),P18847_model_1_multimer_score(iptm),P18847_model_1_multimer_score(ptm)
TMED9,Q9BVK6,ATF3,P18847,0.14199999856948853,0.07999999821186066,0.39
ECHDC1,Q9NTX5,ATF3,P18847,0.19000000286102295,0.09000000357627869,0.59
SCAP,Q12770,ATF3,P18847,0.17999999618530277,0.12999999523162842,0.38
BRPF3,Q9ULD4,ATF3,P18847,0.1920000014305115,0.17000000178813934,0.28
SREBF1,P36956,ATF3,P18847,0.4619999904632569,0.44999998807907104,0.51
MPRIP,Q6WCQ1,ATF3,P18847,0.3660000047683716,0.4000000059604645,0.23
CCT3,P49368,ATF3,P18847,0.2080000011920929,0.10000000149011612,0.64
DCTN1,Q14203,ATF3,P18847,0.3700000038146973,0.3700000047683716,0.37
P4HA1,P13674,ATF3,P18847,0.25799999713897703,0.1599999964237213,0.65
HSP90B1,P14625,ATF3,P18847,0.22999999618530276,0.12999999523162842,0.63
LOX,P28300,ATF3,P18847,0.16999999952316286,0.10999999940395355,0.41
COL6A1,P12109,ATF3,P18847,0.2040000057220459,0.1800000071525573,0.3
PPP2R2A,P63151,ATF3,P18847,0.24800000047683718,0.14000000059604645,0.68
MYO6,Q9UM54,ATF3,P18847,0.23399999618530276,0.12999999523162842,0.65
MYO3B,Q8WXR4,ATF3,P18847,0.28199999904632567,0.2199999988079071,0.53
CDC42,P60953,ATF3,P18847,0.24000000143051148,0.17000000178813934,0.52
ILVBL,A1L0T0,ATF3,P18847,0.23599999952316283,0.10999999940395355,0.74
RAB10,P61026,ATF3,P18847,0.20800000047683717,0.14000000059604645,0.48
SLC25A20,O43772,ATF3,P18847,0.28399999475479126,0.20999999344348907,0.58
ETF1,P62495,ATF3,P18847,0.16199999856948855,0.07999999821186066,0.49
DDX39B,Q13838,ATF3,P18847,0.28600000238418577,0.20000000298023224,0.63
NFS1,Q9Y697,ATF3,P18847,0.21599999952316284,0.10999999940395355,0.64
FBLN2,P98095,ATF3,P18847,0.17800000476837158,0.15000000596046448,0.29
GSN,P06396,ATF3,P18847,0.23399999952316283,0.10999999940395355,0.73
EIF4A1,P60842,ATF3,P18847,0.18999999618530275,0.12999999523162842,0.43
DCAF1,Q9Y4B6,ATF3,P18847,0.2799999980926514,0.1899999976158142,0.64
CORO2B,Q9UQ03,ATF3,P18847,0.4160000114440918,0.36000001430511475,0.64
HBB,P68871,ATF3,P18847,0.16400000286102295,0.09000000357627869,0.46
ARPC1B,O15143,ATF3,P18847,0.23199999618530276,0.12999999523162842,0.64
TGM2,P21980,ATF3,P18847,0.2700000004768372,0.14000000059604645,0.79
TREX1,Q9NSU2,ATF3,P18847,0.18000000119209292,0.10000000149011612,0.5
AKR1C3,P42330,ATF3,P18847,0.21799999952316285,0.10999999940395355,0.65
PLOD2,O00469,ATF3,P18847,0.2519999961853027,0.12999999523162842,0.74
UBP1,Q9NZI7,ATF3,P18847,0.2640000033378601,0.23000000417232513,0.4
TFCP2,Q12800,ATF3,P18847,0.2499999947547913,0.20999999344348907,0.41
HTRA2,O43464,ATF3,P18847,0.14800000286102297,0.09000000357627869,0.38
ERCC3,P19447,ATF3,P18847,0.24400000047683718,0.14000000059604645,0.66
MYO1E,Q12965,ATF3,P18847,0.28000000238418576,0.20000000298023224,0.6
PRDX3,P30048,ATF3,P18847,0.15799999856948854,0.07999999821186066,0.47
SARS2,Q9NP81,ATF3,P18847,0.22199999952316285,0.10999999940395355,0.67
CAMK2D,Q13557,ATF3,P18847,0.20599999618530274,0.12999999523162842,0.51
EPRS1,P07814,ATF3,P18847,0.19200000047683718,0.14000000059604645,0.4
C1QBP,Q07021,ATF3,P18847,0.17799999952316287,0.10999999940395355,0.45
COL6A2,P12110,ATF3,P18847,0.17800000476837158,0.15000000596046448,0.29
COL5A2,P05997,ATF3,P18847,0.21600000238418582,0.20000000298023224,0.28
COL1A2,P08123,ATF3,P18847,0.21600000238418582,0.20000000298023224,0.28
COL3A1,P02461,ATF3,P18847,0.22399999475479127,0.20999999344348907,0.28
COL1A1,P02452,ATF3,P18847,0.2000000057220459,0.18000000715255737,0.28
