gene_name,accession_id,gene_name_bait,accession_id_bait,P23769_model_1_multimer_score(iptm+ptm),P23769_model_1_multimer_score(iptm),P23769_model_1_multimer_score(ptm)
NDUFAF2,Q8N183,GATA2,P23769,0.13599999952316283,0.10999999940395355,0.24
LUC7L2,Q9Y383,GATA2,P23769,0.14999999952316284,0.10999999940395355,0.31
ECHDC1,Q9NTX5,GATA2,P23769,0.18799999618530275,0.12999999523162842,0.42
TMED9,Q9BVK6,GATA2,P23769,0.14000000119209288,0.10000000149011612,0.3
HNRNPA3,P51991,GATA2,P23769,0.14799999952316284,0.10999999940395355,0.3
CCN1,O00622,GATA2,P23769,0.16400000047683716,0.14000000059604645,0.26
SREBF1,P36956,GATA2,P23769,0.21799999713897705,0.1599999964237213,0.45
IGF2BP3,O00425,GATA2,P23769,0.1499999978542328,0.11999999731779099,0.27
DLAT,P10515,GATA2,P23769,0.18999999713897706,0.1599999964237213,0.31
NCLN,Q969V3,GATA2,P23769,0.2019999978542328,0.11999999731779099,0.53
MATR3,P43243,GATA2,P23769,0.15400000047683718,0.14000000059604645,0.21
SFPQ,P23246,GATA2,P23769,0.1619999978542328,0.11999999731779099,0.33
G3BP2,Q9UN86,GATA2,P23769,0.15399999618530275,0.12999999523162842,0.25
G3BP1,Q13283,GATA2,P23769,0.15399999618530275,0.12999999523162842,0.25
STAU1,O95793,GATA2,P23769,0.14799999618530274,0.12999999523162842,0.22
PCBP1,Q15365,GATA2,P23769,0.1539999978542328,0.11999999731779099,0.29
DDX17,Q92841,GATA2,P23769,0.19199999618530275,0.12999999523162842,0.44
LMNA,P02545,GATA2,P23769,0.13199999952316285,0.10999999940395355,0.22
CDIPT,O14735,GATA2,P23769,0.1639999978542328,0.11999999731779099,0.34
PTBP1,P26599,GATA2,P23769,0.1539999978542328,0.11999999731779099,0.29
P4HA1,P13674,GATA2,P23769,0.4099999961853028,0.3799999952316284,0.53
UFL1,O94874,GATA2,P23769,0.17999999618530277,0.12999999523162842,0.38
ADD3,Q9UEY8,GATA2,P23769,0.16999999618530276,0.12999999523162842,0.33
ADD1,P35611,GATA2,P23769,0.16999999618530276,0.12999999523162842,0.33
DDX21,Q9NR30,GATA2,P23769,0.21400000476837158,0.15000000596046448,0.47
COL6A1,P12109,GATA2,P23769,0.17000000047683717,0.14000000059604645,0.29
KTN1,Q86UP2,GATA2,P23769,0.16800000476837157,0.15000000596046448,0.24
ILF2,Q12905,GATA2,P23769,0.17599999952316286,0.10999999940395355,0.44
MVP,Q14764,GATA2,P23769,0.17999999618530277,0.12999999523162842,0.38
MYO3B,Q8WXR4,GATA2,P23769,0.2400000057220459,0.18000000715255737,0.48
ILVBL,A1L0T0,GATA2,P23769,0.2600000057220459,0.18000000715255737,0.58
CMAS,Q8NFW8,GATA2,P23769,0.18799999618530275,0.12999999523162842,0.42
AP1B1,Q10567,GATA2,P23769,0.2040000004768372,0.14000000059604645,0.46
P4HA2,O15460,GATA2,P23769,0.4319999971389771,0.4099999964237213,0.52
IFI16,Q16666,GATA2,P23769,0.17400000476837157,0.15000000596046448,0.27
MYBBP1A,Q9BQG0,GATA2,P23769,0.23799999713897707,0.1599999964237213,0.55
ADAR,P55265,GATA2,P23769,0.3200000095367432,0.30000001192092896,0.4
TREX1,Q9NSU2,GATA2,P23769,0.17799999618530274,0.12999999523162842,0.37
SNRPA1,P09661,GATA2,P23769,0.16999999618530276,0.12999999523162842,0.33
TOP1,P11387,GATA2,P23769,0.5020000076293946,0.49000000953674316,0.55
COL5A2,P05997,GATA2,P23769,0.2000000057220459,0.18000000715255737,0.28
COL1A2,P08123,GATA2,P23769,0.1920000014305115,0.17000000178813934,0.28
COL3A1,P02461,GATA2,P23769,0.2000000057220459,0.18000000715255737,0.28
COL1A1,P02452,GATA2,P23769,0.2000000057220459,0.18000000715255737,0.28
CCT3,P49368,GATA2,P23769,0.1979999978542328,0.11999999731779099,0.51
SPATS2L,Q9NUQ6,GATA2,P23769,0.1439999978542328,0.11999999731779099,0.24
POLR3A,O14802,GATA2,P23769,0.27399999713897705,0.1599999964237213,0.73
SMC1A,Q14683,GATA2,P23769,0.1880000047683716,0.15000000596046448,0.34
IARS1,P41252,GATA2,P23769,0.28400000238418577,0.20000000298023224,0.62
UGGT1,Q9NYU2,GATA2,P23769,0.36200000095367435,0.2800000011920929,0.69
TUSC3,Q13454,GATA2,P23769,0.23799999475479128,0.20999999344348907,0.35
PRPF19,Q9UMS4,GATA2,P23769,0.16999999952316286,0.10999999940395355,0.41
SLC25A20,O43772,GATA2,P23769,0.2519999947547913,0.20999999344348907,0.42
HNRNPL,P14866,GATA2,P23769,0.20000000143051147,0.17000000178813934,0.32
SSRP1,Q08945,GATA2,P23769,0.3560000104904175,0.33000001311302185,0.46
PLOD2,O00469,GATA2,P23769,0.2959999990463257,0.2199999988079071,0.6
ALDH1L2,Q3SY69,GATA2,P23769,0.21000000047683717,0.14000000059604645,0.49
TCP1,P17987,GATA2,P23769,0.1999999978542328,0.11999999731779099,0.52
AP2A2,O94973,GATA2,P23769,0.20600000047683717,0.14000000059604645,0.47
FARP1,Q9Y4F1,GATA2,P23769,0.22000000143051146,0.17000000178813934,0.42
WDFY1,Q8IWB7,GATA2,P23769,0.18399999952316284,0.10999999940395355,0.48
DHX15,O43143,GATA2,P23769,0.2300000047683716,0.15000000596046448,0.55
UPF1,Q92900,GATA2,P23769,0.2280000047683716,0.15000000596046448,0.54
TGM2,P21980,GATA2,P23769,0.23600000047683717,0.14000000059604645,0.62
EIF2S3,P41091,GATA2,P23769,0.2220000047683716,0.15000000596046448,0.51
DBT,P11182,GATA2,P23769,0.15399999952316284,0.10999999940395355,0.33
MYO1E,Q12965,GATA2,P23769,0.2240000047683716,0.15000000596046448,0.52
ERCC3,P19447,GATA2,P23769,0.2059999978542328,0.11999999731779099,0.55
NSUN2,Q08J23,GATA2,P23769,0.22000000047683718,0.14000000059604645,0.54
RTCB,Q9Y3I0,GATA2,P23769,0.22200000047683718,0.14000000059604645,0.55
DHX9,Q08211,GATA2,P23769,0.251999997138977,0.1599999964237213,0.62
CUL3,Q13618,GATA2,P23769,0.22400000047683719,0.14000000059604645,0.56
DRG1,Q92597,GATA2,P23769,0.5959999961853027,0.6299999952316284,0.46
DPYSL2,Q16555,GATA2,P23769,0.1999999978542328,0.11999999731779099,0.52
PGAM5,Q96HS1,GATA2,P23769,0.16199999952316285,0.10999999940395355,0.37
ARPC1B,O15143,GATA2,P23769,0.23000000143051147,0.17000000178813934,0.47
LARS1,Q9P2J5,GATA2,P23769,0.2540000047683716,0.15000000596046448,0.67
ANXA6,P08133,GATA2,P23769,0.22199999618530275,0.12999999523162842,0.59
CAND1,Q86VP6,GATA2,P23769,0.2600000014305115,0.17000000178813934,0.62
EPRS1,P07814,GATA2,P23769,0.20399999713897707,0.1599999964237213,0.38
SUPT16H,Q9Y5B9,GATA2,P23769,0.2380000023841858,0.20000000298023224,0.39
ETF1,P62495,GATA2,P23769,0.1640000011920929,0.10000000149011612,0.42
DDX39B,Q13838,GATA2,P23769,0.18199999952316284,0.10999999940395355,0.47
SRP72,O76094,GATA2,P23769,0.23000000143051147,0.17000000178813934,0.47
LSM12,Q3MHD2,GATA2,P23769,0.14399999952316284,0.10999999940395355,0.28
AIMP1,Q12904,GATA2,P23769,0.1559999978542328,0.11999999731779099,0.3
TOR1AIP1,Q5JTV8,GATA2,P23769,0.2260000023841858,0.2000000029802322,0.33
EIF2AK2,P19525,GATA2,P23769,0.18400000047683718,0.14000000059604645,0.36
HP1BP3,Q5SSJ5,GATA2,P23769,0.16399999618530275,0.12999999523162842,0.3
DDX54,Q8TDD1,GATA2,P23769,0.2020000004768372,0.14000000059604645,0.45
EMILIN1,Q9Y6C2,GATA2,P23769,0.15800000047683718,0.14000000059604645,0.23
COL6A2,P12110,GATA2,P23769,0.21600000238418582,0.20000000298023224,0.28
CHPF2,Q9P2E5,GATA2,P23769,0.19199999618530275,0.12999999523162842,0.44
CCDC80,Q76M96,GATA2,P23769,0.18600000143051149,0.17000000178813934,0.25
